parsable_tree,readable_tree,accuracy,interpretability,ground_truth_value,seed,pop_size,num_gen,num_offsprings,encoder_type,ground_truth_type,sampling,warm-up,data,split_seed,latex_tree,problem
"[+, +, +, x_12, *, -3.1, x_5, *, x_9, x_5, x_10]",(((x_12+(-3.1*x_5))+(x_9*x_5))+x_10),24.31768035888672,-74.4000015258789,1234.0,701,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12}-3.1\times x_5+x_9 x_5+x_{10},boston
"[+, x_5, +, +, *, x_5, -3.52, *, x_9, x_12, +, x_12, *, x_9, x_5]",(x_5+(((x_5*-3.52)+(x_9*x_12))+(x_12+(x_9*x_5)))),20.34882354736328,-72.5999984741211,1234.0,701,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_5+x_5\times-3.52+x_9 x_{12}+x_{12}+x_9 x_5,boston
"[-, x_12, x_5]",(x_12-x_5),31.643882751464844,-78.0,1234.0,701,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12}-x_5,boston
"[+, +, x_12, +, /, x_5, 2.16, *, x_9, x_5, +, +, *, x_5, -3.52, *, x_9, x_12, x_5]",((x_12+((x_5/2.16)+(x_9*x_5)))+(((x_5*-3.52)+(x_9*x_12))+x_5)),19.642608642578125,-70.80000305175781,1234.0,701,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12}+\frac{x_5}{2.16}+x_9 x_5+x_5\times-3.52+x_9 x_{12}+x_5,boston
"[+, +, x_12, x_12, +, x_5, +, *, x_5, -3.52, *, x_9, x_5]",((x_12+x_12)+(x_5+((x_5*-3.52)+(x_9*x_5)))),23.567110061645508,-73.5,1234.0,701,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12}+x_{12}+x_5+x_5\times-3.52+x_9 x_5,boston
"[-, +, x_12, +, x_12, *, x_9, x_5, x_5]",((x_12+(x_12+(x_9*x_5)))-x_5),26.95024299621582,-75.30000305175781,1234.0,701,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12}+x_{12}+x_9 x_5-x_5,boston
"[+, +, +, x_12, *, x_6, x_5, x_5, +, +, *, x_5, -3.52, *, x_9, x_12, +, *, x_12, x_5, *, x_9, x_5]",(((x_12+(x_6*x_5))+x_5)+(((x_5*-3.52)+(x_9*x_12))+((x_12*x_5)+(x_9*x_5)))),19.57992172241211,-69.0,1234.0,701,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12}+x_6 x_5+x_5+x_5\times-3.52+x_9 x_{12}+x_{12} x_5+x_9 x_5,boston
[x_12],x_12,40.744754791259766,-78.9000015258789,1234.0,702,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12},boston
"[-, x_5, +, x_12, *, x_2, x_5]",(x_5-(x_12+(x_2*x_5))),24.015384674072266,-76.19999694824219,1234.0,702,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_5-x_{12}+x_2 x_5,boston
"[-, x_12, x_5]",(x_12-x_5),31.643882751464844,-78.0,1234.0,702,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12}-x_5,boston
"[-, x_12, -, x_5, x_10]",(x_12-(x_5-x_10)),27.90909194946289,-77.0999984741211,1234.0,702,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12}-x_5-x_{10},boston
"[-, x_5, x_12]",(x_5-x_12),31.643882751464844,-78.0,1234.0,702,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_5-x_{12},boston
"[-, -, x_5, x_10, x_12]",((x_5-x_10)-x_12),27.90909194946289,-77.0999984741211,1234.0,702,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_5-x_{10}-x_{12},boston
"[-, x_12, -, *, /, x_5, 2.35, -, x_5, x_10, x_12]",(x_12-(((x_5/2.35)*(x_5-x_10))-x_12)),23.34877586364746,-74.4000015258789,1234.0,702,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12}-\frac{x_5}{2.35} \left(x_5-x_{10}\right)-x_{12},boston
"[-, -, x_5, x_10, +, x_12, *, x_2, x_5]",((x_5-x_10)-(x_12+(x_2*x_5))),23.716289520263672,-75.30000305175781,1234.0,702,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_5-x_{10}-x_{12}+x_2 x_5,boston
"[-, max, -, x_5, x_12, /, +, x_10, x_9, -2.62, +, x_12, *, x_10, x_5]","(max((x_5-x_12),((x_10+x_9)/-2.62))-(x_12+(x_10*x_5)))",17.321462631225586,-64.69999694824219,1234.0,702,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(x_5-x_{12}, \frac{x_{10}+x_9}{-2.62}\right)-x_{12}+x_{10} x_5",boston
"[+, -, *, /, x_5, 2.35, -, x_5, x_10, x_10, -, x_5, x_12]",((((x_5/2.35)*(x_5-x_10))-x_10)+(x_5-x_12)),21.3055419921875,-73.5,1234.0,702,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,\frac{x_5}{2.35} \left(x_5-x_{10}\right)-x_{10}+x_5-x_{12},boston
"[-, x_12, max, -, -, x_5, x_12, x_10, /, x_5, x_5]","(x_12-max(((x_5-x_12)-x_10),(x_5/x_5)))",18.855018615722656,-66.5,1234.0,702,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"x_{12}-\operatorname{max}\left(x_5-x_{12}-x_{10}, \frac{x_5}{x_5}\right)",boston
"[+, -, -, x_5, x_10, x_12, -, *, /, x_5, 2.35, -, x_5, x_10, x_12]",(((x_5-x_10)-x_12)+(((x_5/2.35)*(x_5-x_10))-x_12)),18.943647384643555,-72.5999984741211,1234.0,702,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_5-x_{10}-x_{12}+\frac{x_5}{2.35} \left(x_5-x_{10}\right)-x_{12},boston
[x_12],x_12,40.744754791259766,-78.9000015258789,1234.0,703,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12},boston
"[-, x_5, x_12]",(x_5-x_12),31.643882751464844,-78.0,1234.0,703,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_5-x_{12},boston
"[-, -, x_5, x_12, x_10]",((x_5-x_12)-x_10),27.90909194946289,-77.0999984741211,1234.0,703,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_5-x_{12}-x_{10},boston
"[-, x_12, x_5]",(x_12-x_5),31.643882751464844,-78.0,1234.0,703,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12}-x_5,boston
"[-, max, -, x_5, x_10, x_3, x_12]","(max((x_5-x_10),x_3)-x_12)",19.302528381347656,-68.30000305175781,1234.0,703,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(x_5-x_{10}, x_3\right)-x_{12}",boston
"[-, max, x_5, x_3, x_12]","(max(x_5,x_3)-x_12)",21.19835090637207,-69.19999694824219,1234.0,703,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(x_5, x_3\right)-x_{12}",boston
"[-, x_10, -, x_5, x_12]",(x_10-(x_5-x_12)),27.90909194946289,-77.0999984741211,1234.0,703,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{10}-x_5-x_{12},boston
"[-, -, x_5, *, x_5, +, x_10, x_4, x_12]",((x_5-(x_5*(x_10+x_4)))-x_12),23.18008804321289,-75.30000305175781,1234.0,703,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_5-x_5 \left(x_{10}+x_4\right)-x_{12},boston
"[-, max, -, x_5, *, 0.47, x_10, x_3, x_12]","(max((x_5-(0.47*x_10)),x_3)-x_12)",18.67755126953125,-67.4000015258789,1234.0,703,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(x_5-0.47\times x_{10}, x_3\right)-x_{12}",boston
"[-, -, x_5, *, x_5, x_10, x_12]",((x_5-(x_5*x_10))-x_12),25.222787857055664,-76.19999694824219,1234.0,703,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_5-x_5 x_{10}-x_{12},boston
"[-, max, -, x_5, max, x_12, x_10, x_3, x_12]","(max((x_5-max(x_12,x_10)),x_3)-x_12)",18.24049186706543,-59.5,1234.0,703,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(x_5-\operatorname{max}\left(x_{12}, x_{10}\right), x_3\right)-x_{12}",boston
[x_12],x_12,40.744754791259766,-78.9000015258789,1234.0,704,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12},boston
"[-, x_5, x_12]",(x_5-x_12),31.643882751464844,-78.0,1234.0,704,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_5-x_{12},boston
"[-, x_12, x_5]",(x_12-x_5),31.643882751464844,-78.0,1234.0,704,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12}-x_5,boston
"[/, x_12, -, +, x_12, x_12, -3.92]",(x_12/((x_12+x_12)--3.92)),28.25370216369629,-76.19999694824219,1234.0,704,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,\frac{x_{12}}{x_{12}+x_{12}+3.92},boston
"[-, x_12, max, x_5, 0.08]","(x_12-max(x_5,0.08))",21.2656192779541,-69.19999694824219,1234.0,704,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"x_{12}-\operatorname{max}\left(x_5, 0.08\right)",boston
"[+, x_12, -, x_12, max, x_5, x_12]","(x_12+(x_12-max(x_5,x_12)))",20.508344650268555,-68.30000305175781,1234.0,704,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"x_{12}+x_{12}-\operatorname{max}\left(x_5, x_{12}\right)",boston
"[-, x_12, max, x_5, max, *, x_3, x_7, log, x_12]","(x_12-max(x_5,max((x_3*x_7),log(abs(x_12)))))",20.05341911315918,-50.900001525878906,1234.0,704,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"x_{12}-\operatorname{max}\left(x_5, \operatorname{max}\left(x_3 x_7, \ln\left(|x_{12}|\right)\right)\right)",boston
"[+, x_12, -, x_12, x_5]",(x_12+(x_12-x_5)),31.404285430908203,-77.0999984741211,1234.0,704,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12}+x_{12}-x_5,boston
"[-, x_12, max, x_5, -, max, x_6, x_12, x_12]","(x_12-max(x_5,(max(x_6,x_12)-x_12)))",20.2801456451416,-59.5,1234.0,704,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"x_{12}-\operatorname{max}\left(x_5, \operatorname{max}\left(x_6, x_{12}\right)-x_{12}\right)",boston
"[/, x_12, -, +, x_12, /, x_5, -3.36, -3.92]",(x_12/((x_12+(x_5/-3.36))--3.92)),27.796188354492188,-75.30000305175781,1234.0,704,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,\frac{x_{12}}{x_{12}+\frac{x_5}{-3.36}+3.92},boston
"[/, x_12, -, +, +, x_12, x_12, /, x_5, -3.36, -3.92]",(x_12/(((x_12+x_12)+(x_5/-3.36))--3.92)),24.21774673461914,-74.4000015258789,1234.0,704,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,\frac{x_{12}}{x_{12}+x_{12}+\frac{x_5}{-3.36}+3.92},boston
"[-, x_12, max, -, max, x_5, x_12, x_12, max, *, x_12, x_7, log, x_6]","(x_12-max((max(x_5,x_12)-x_12),max((x_12*x_7),log(abs(x_6)))))",19.78462028503418,-45.70000076293945,1234.0,704,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"x_{12}-\operatorname{max}\left(\operatorname{max}\left(x_5, x_{12}\right)-x_{12}, \operatorname{max}\left(x_{12} x_7, \ln\left(|x_6|\right)\right)\right)",boston
[x_12],x_12,40.744754791259766,-78.9000015258789,1234.0,705,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12},boston
"[-, x_12, x_5]",(x_12-x_5),31.643882751464844,-78.0,1234.0,705,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12}-x_5,boston
"[-, +, x_10, x_12, x_5]",((x_10+x_12)-x_5),27.90909194946289,-77.0999984741211,1234.0,705,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{10}+x_{12}-x_5,boston
"[-, -, x_5, x_10, x_12]",((x_5-x_10)-x_12),27.90909194946289,-77.0999984741211,1234.0,705,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_5-x_{10}-x_{12},boston
"[*, -, 3.88, x_12, max, *, x_9, -, x_6, x_12, -, x_5, x_12]","((3.88-x_12)*max((x_9*(x_6-x_12)),(x_5-x_12)))",16.16606330871582,-65.5999984741211,1234.0,705,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\left(3.88-x_{12}\right) \operatorname{max}\left(x_9 \left(x_6-x_{12}\right), x_5-x_{12}\right)",boston
"[+, x_12, -, +, x_10, x_12, x_5]",(x_12+((x_10+x_12)-x_5)),27.588987350463867,-76.19999694824219,1234.0,705,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12}+x_{10}+x_{12}-x_5,boston
"[-, max, -, x_6, x_12, -, x_5, -, x_9, x_5, x_12]","(max((x_6-x_12),(x_5-(x_9-x_5)))-x_12)",19.413373947143555,-66.5,1234.0,705,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(x_6-x_{12}, x_5-x_9-x_5\right)-x_{12}",boston
"[-, max, x_3, -, x_5, +, x_10, x_12, x_12]","(max(x_3,(x_5-(x_10+x_12)))-x_12)",19.46857070922852,-67.4000015258789,1234.0,705,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(x_3, x_5-x_{10}+x_{12}\right)-x_{12}",boston
"[-, max, x_3, -, x_5, x_12, x_12]","(max(x_3,(x_5-x_12))-x_12)",20.254209518432617,-68.30000305175781,1234.0,705,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(x_3, x_5-x_{12}\right)-x_{12}",boston
"[-, max, x_3, x_5, x_12]","(max(x_3,x_5)-x_12)",21.19835090637207,-69.19999694824219,1234.0,705,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(x_3, x_5\right)-x_{12}",boston
"[-, +, +, -, x_7, x_12, *, x_5, x_12, +, x_12, *, 3.88, x_12, x_5]",((((x_7-x_12)+(x_5*x_12))+(x_12+(3.88*x_12)))-x_5),22.813819885253903,-72.5999984741211,1234.0,705,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_7-x_{12}+x_5 x_{12}+x_{12}+3.88\times x_{12}-x_5,boston
"[-, +, x_12, +, x_12, *, x_5, x_12, x_5]",((x_12+(x_12+(x_5*x_12)))-x_5),23.305370330810547,-75.30000305175781,1234.0,705,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12}+x_{12}+x_5 x_{12}-x_5,boston
"[-, +, +, -, x_7, x_12, *, x_5, x_12, +, -, x_10, x_7, *, 3.88, x_12, x_5]",((((x_7-x_12)+(x_5*x_12))+((x_10-x_7)+(3.88*x_12)))-x_5),21.25160789489746,-71.69999694824219,1234.0,705,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_7-x_{12}+x_5 x_{12}+x_{10}-x_7+3.88\times x_{12}-x_5,boston
[x_12],x_12,40.744754791259766,-78.9000015258789,1234.0,706,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12},boston
"[-, x_5, x_12]",(x_5-x_12),31.643882751464844,-78.0,1234.0,706,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_5-x_{12},boston
"[-, x_12, x_5]",(x_12-x_5),31.643882751464844,-78.0,1234.0,706,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12}-x_5,boston
"[-, +, -, x_3, x_12, max, x_5, x_12, x_12]","(((x_3-x_12)+max(x_5,x_12))-x_12)",20.503538131713867,-67.4000015258789,1234.0,706,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"x_3-x_{12}+\operatorname{max}\left(x_5, x_{12}\right)-x_{12}",boston
"[-, -, max, max, x_5, x_6, x_12, max, max, x_12, x_10, x_12, x_12]","((max(max(x_5,x_6),x_12)-max(max(x_12,x_10),x_12))-x_12)",18.81514549255371,-50.900001525878906,1234.0,706,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(\operatorname{max}\left(x_5, x_6\right), x_{12}\right)-\operatorname{max}\left(\operatorname{max}\left(x_{12}, x_{10}\right), x_{12}\right)-x_{12}",boston
"[-, -, max, max, x_5, x_6, x_12, max, x_12, x_12, x_12]","((max(max(x_5,x_6),x_12)-max(x_12,x_12))-x_12)",19.388296127319336,-55.20000076293945,1234.0,706,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(\operatorname{max}\left(x_5, x_6\right), x_{12}\right)-\operatorname{max}\left(x_{12}, x_{12}\right)-x_{12}",boston
"[-, *, x_12, -, -4.2, x_5, x_10]",((x_12*(-4.2-x_5))-x_10),26.914161682128903,-76.19999694824219,1234.0,706,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12} \left(-4.2-x_5\right)-x_{10},boston
"[-, *, *, x_5, *, x_10, x_10, x_12, -, +, -, x_3, x_12, +, 2.36, x_5, x_12]",(((x_5*(x_10*x_10))*x_12)-(((x_3-x_12)+(2.36+x_5))-x_12)),23.476964950561523,-71.69999694824219,1234.0,706,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_5 x_{10} x_{10} x_{12}-x_3-x_{12}+2.36+x_5-x_{12},boston
"[-, max, x_5, *, x_12, x_6, x_12]","(max(x_5,(x_12*x_6))-x_12)",22.481779098510746,-68.30000305175781,1234.0,706,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(x_5, x_{12} x_6\right)-x_{12}",boston
"[-, +, max, -, x_5, x_12, x_3, *, *, x_3, x_0, x_1, x_12]","((max((x_5-x_12),x_3)+((x_3*x_0)*x_1))-x_12)",20.471847534179688,-65.5999984741211,1234.0,706,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(x_5-x_{12}, x_3\right)+x_3 x_0 x_1-x_{12}",boston
"[-, max, x_5, max, -, x_5, x_10, x_3, x_12]","(max(x_5,max((x_5-x_10),x_3))-x_12)",20.190807342529297,-59.5,1234.0,706,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(x_5, \operatorname{max}\left(x_5-x_{10}, x_3\right)\right)-x_{12}",boston
"[-, x_12, -, x_5, x_10]",(x_12-(x_5-x_10)),27.90909194946289,-77.0999984741211,1234.0,706,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12}-x_5-x_{10},boston
[x_12],x_12,40.744754791259766,-78.9000015258789,1234.0,707,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12},boston
"[-, x_5, x_12]",(x_5-x_12),31.643882751464844,-78.0,1234.0,707,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_5-x_{12},boston
"[+, x_10, -, x_12, -, x_5, x_12]",(x_10+(x_12-(x_5-x_12))),27.588987350463867,-76.19999694824219,1234.0,707,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{10}+x_{12}-x_5-x_{12},boston
"[-, x_12, max, x_5, 0.94]","(x_12-max(x_5,0.94))",24.63056945800781,-69.19999694824219,1234.0,707,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"x_{12}-\operatorname{max}\left(x_5, 0.94\right)",boston
"[+, -, x_5, x_12, x_3]",((x_5-x_12)+x_3),31.241531372070312,-77.0999984741211,1234.0,707,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_5-x_{12}+x_3,boston
"[-, max, x_5, 0.94, x_12]","(max(x_5,0.94)-x_12)",24.63056945800781,-69.19999694824219,1234.0,707,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(x_5, 0.94\right)-x_{12}",boston
"[-, max, x_5, *, 0.31, x_12, x_12]","(max(x_5,(0.31*x_12))-x_12)",20.03070640563965,-68.30000305175781,1234.0,707,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(x_5, 0.31\times x_{12}\right)-x_{12}",boston
"[-, max, max, -, x_3, x_7, -, x_5, x_12, max, 0.31, -2.2, x_12]","(max(max((x_3-x_7),(x_5-x_12)),max(0.31,-2.2))-x_12)",19.33858299255371,-54.29999923706055,1234.0,707,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(\operatorname{max}\left(x_3-x_7, x_5-x_{12}\right), \operatorname{max}\left(0.31, -2.2\right)\right)-x_{12}",boston
"[-, max, max, -, x_3, x_7, -, x_5, x_12, max, log, x_2, -, x_12, x_4, x_12]","(max(max((x_3-x_7),(x_5-x_12)),max(log(abs(x_2)),(x_12-x_4)))-x_12)",19.11239242553711,-44.79999923706055,1234.0,707,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(\operatorname{max}\left(x_3-x_7, x_5-x_{12}\right), \operatorname{max}\left(\ln\left(|x_2|\right), x_{12}-x_4\right)\right)-x_{12}",boston
"[-, max, x_5, -, *, 0.31, x_12, *, x_3, x_5, x_12]","(max(x_5,((0.31*x_12)-(x_3*x_5)))-x_12)",19.73431205749512,-66.5,1234.0,707,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(x_5, 0.31\times x_{12}-x_3 x_5\right)-x_{12}",boston
"[-, max, max, *, 0.31, x_12, -, x_5, x_12, -, *, x_5, x_12, *, x_4, x_6, x_12]","(max(max((0.31*x_12),(x_5-x_12)),((x_5*x_12)-(x_4*x_6)))-x_12)",19.355886459350582,-55.900001525878906,1234.0,707,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(\operatorname{max}\left(0.31\times x_{12}, x_5-x_{12}\right), x_5 x_{12}-x_4 x_6\right)-x_{12}",boston
[x_12],x_12,40.744754791259766,-78.9000015258789,1234.0,708,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12},boston
"[-, x_12, x_5]",(x_12-x_5),31.643882751464844,-78.0,1234.0,708,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12}-x_5,boston
"[-, x_5, x_12]",(x_5-x_12),31.643882751464844,-78.0,1234.0,708,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_5-x_{12},boston
"[+, max, /, max, x_8, x_5, -2.77, x_10, -, x_12, max, log, -0.84, x_5]","(max((max(x_8,x_5)/-2.77),x_10)+(x_12-max(log(abs(-0.84)),x_5)))",19.10035896301269,-50.20000076293945,1234.0,708,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(\frac{\operatorname{max}\left(x_8, x_5\right)}{-2.77}, x_{10}\right)+x_{12}-\operatorname{max}\left(\ln\left(|-0.84|\right), x_5\right)",boston
"[+, -, x_12, x_5, +, x_10, x_12]",((x_12-x_5)+(x_10+x_12)),27.588987350463867,-76.19999694824219,1234.0,708,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12}-x_5+x_{10}+x_{12},boston
"[-, max, x_3, x_5, x_12]","(max(x_3,x_5)-x_12)",21.19835090637207,-69.19999694824219,1234.0,708,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,"\operatorname{max}\left(x_3, x_5\right)-x_{12}",boston
"[+, x_12, -, -, *, x_6, x_5, x_5, x_3]",(x_12+(((x_6*x_5)-x_5)-x_3)),27.495405197143555,-75.30000305175781,1234.0,708,200,50,200,not_spcified,elastic_model,not_specified,not_specified,boston,41,x_{12}+x_6 x_5-x_5-x_3,boston
