parsable_tree,readable_tree,accuracy,interpretability,seed,pop_size,num_gen,num_offsprings,encoder_type,ground_truth_type,sampling,warm-up,data,latex_tree
"[+, +, cos, +, cos, x_9, cos, x_4, sin, +, sin, x_11, x_12, +, +, sin, cos, x_5, x_12, +, sin, sin, x_12, cos, u-, x_5]",((cos((cos(x_9)+cos(x_4)))+sin((sin(x_11)+x_12)))+((sin(cos(x_5))+x_12)+(sin(sin(x_12))+cos(-(x_5))))),23.491722106933597,-0.0359093137085437,208,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,x_{12} + \sin{\left(x_{12} + \sin{\left(x_{11} \right)} \right)} + \sin{\left(\sin{\left(x_{12} \right)} \right)} + \sin{\left(\cos{\left(x_{5} \right)} \right)} + \cos{\left(- x_{5} \right)} + \cos{\left(\cos{\left(x_{4} \right)} + \cos{\left(x_{9} \right)} \right)}
"[*, +, +, sin, cos, x_4, cos, cos, x_4, cos, sin, sin, x_12, +, +, +, sin, x_11, x_12, cos, u-, x_5, +, sin, +, x_12, x_8, x_12]",(((sin(cos(x_4))+cos(cos(x_4)))+cos(sin(sin(x_12))))*(((sin(x_11)+x_12)+cos(-(x_5)))+(sin((x_12+x_8))+x_12))),27.700502395629883,-0.0385073684155941,208,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,\left(\sin{\left(\cos{\left(x_{4} \right)} \right)} + \cos{\left(\sin{\left(\sin{\left(x_{12} \right)} \right)} \right)} + \cos{\left(\cos{\left(x_{4} \right)} \right)}\right) \left(x_{12} + x_{12} + \sin{\left(x_{11} \right)} + \sin{\left(x_{12} + x_{8} \right)} + \cos{\left(- x_{5} \right)}\right)
"[+, sin, +, sin, sin, x_10, cos, sin, x_12, +, +, cos, u-, x_5, x_12, +, sin, sin, x_12, sin, *, x_6, x_4]",(sin((sin(sin(x_10))+cos(sin(x_12))))+((cos(-(x_5))+x_12)+(sin(sin(x_12))+sin((x_6*x_4))))),20.86331367492676,-0.0301475636661052,208,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,x_{12} + \sin{\left(x_{4} x_{6} \right)} + \sin{\left(\sin{\left(\sin{\left(x_{10} \right)} \right)} + \cos{\left(\sin{\left(x_{12} \right)} \right)} \right)} + \sin{\left(\sin{\left(x_{12} \right)} \right)} + \cos{\left(- x_{5} \right)}
"[+, +, +, sin, cos, x_5, u-, x_5, cos, x_5, +, +, +, sin, x_12, sin, x_8, cos, sin, x_4, x_12]",(((sin(cos(x_5))+-(x_5))+cos(x_5))+(((sin(x_12)+sin(x_8))+cos(sin(x_4)))+x_12)),21.64122200012207,-0.0319995768368244,208,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,x_{12} - x_{5} + \sin{\left(x_{12} \right)} + \sin{\left(x_{8} \right)} + \sin{\left(\cos{\left(x_{5} \right)} \right)} + \cos{\left(x_{5} \right)} + \cos{\left(\sin{\left(x_{4} \right)} \right)}
"[+, +, cos, +, cos, x_9, cos, x_4, sin, +, sin, x_11, cos, x_10, +, +, sin, cos, x_5, x_12, +, sin, sin, x_12, cos, u-, x_5]",((cos((cos(x_9)+cos(x_4)))+sin((sin(x_11)+cos(x_10))))+((sin(cos(x_5))+x_12)+(sin(sin(x_12))+cos(-(x_5))))),22.199132919311523,-0.0343641489744186,208,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,x_{12} + \sin{\left(\sin{\left(x_{11} \right)} + \cos{\left(x_{10} \right)} \right)} + \sin{\left(\sin{\left(x_{12} \right)} \right)} + \sin{\left(\cos{\left(x_{5} \right)} \right)} + \cos{\left(- x_{5} \right)} + \cos{\left(\cos{\left(x_{4} \right)} + \cos{\left(x_{9} \right)} \right)}
"[*, +, +, sin, cos, x_5, cos, cos, x_8, cos, cos, cos, x_8, +, +, sin, cos, x_4, cos, cos, x_8, +, sin, +, x_12, x_8, x_12]",(((sin(cos(x_5))+cos(cos(x_8)))+cos(cos(cos(x_8))))*((sin(cos(x_4))+cos(cos(x_8)))+(sin((x_12+x_8))+x_12))),41.54048538208008,-0.0414134375751018,208,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,\left(\sin{\left(\cos{\left(x_{5} \right)} \right)} + \cos{\left(\cos{\left(x_{8} \right)} \right)} + \cos{\left(\cos{\left(\cos{\left(x_{8} \right)} \right)} \right)}\right) \left(x_{12} + \sin{\left(x_{12} + x_{8} \right)} + \sin{\left(\cos{\left(x_{4} \right)} \right)} + \cos{\left(\cos{\left(x_{8} \right)} \right)}\right)
"[*, +, +, cos, cos, x_8, +, *, x_6, x_6, cos, x_4, cos, cos, cos, x_8, +, cos, +, cos, x_3, cos, x_0, +, sin, +, x_12, x_8, cos, +, x_4, x_8]",(((cos(cos(x_8))+((x_6*x_6)+cos(x_4)))+cos(cos(cos(x_8))))*(cos((cos(x_3)+cos(x_0)))+(sin((x_12+x_8))+cos((x_4+x_8))))),63.70608139038086,-0.0466743782162666,208,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,\left(\sin{\left(x_{12} + x_{8} \right)} + \cos{\left(x_{4} + x_{8} \right)} + \cos{\left(\cos{\left(x_{0} \right)} + \cos{\left(x_{3} \right)} \right)}\right) \left(x_{6} x_{6} + \cos{\left(x_{4} \right)} + \cos{\left(\cos{\left(x_{8} \right)} \right)} + \cos{\left(\cos{\left(\cos{\left(x_{8} \right)} \right)} \right)}\right)
"[*, +, +, sin, cos, x_4, cos, cos, x_12, +, x_4, x_8, +, +, sin, cos, x_11, +, cos, x_1, cos, x_4, +, +, cos, x_12, cos, x_5, +, cos, x_12, cos, x_4]",(((sin(cos(x_4))+cos(cos(x_12)))+(x_4+x_8))*((sin(cos(x_11))+(cos(x_1)+cos(x_4)))+((cos(x_12)+cos(x_5))+(cos(x_12)+cos(x_4))))),76.3236312866211,-0.0483066849410533,208,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,\left(x_{4} + x_{8} + \sin{\left(\cos{\left(x_{4} \right)} \right)} + \cos{\left(\cos{\left(x_{12} \right)} \right)}\right) \left(\sin{\left(\cos{\left(x_{11} \right)} \right)} + \cos{\left(x_{1} \right)} + \cos{\left(x_{12} \right)} + \cos{\left(x_{12} \right)} + \cos{\left(x_{4} \right)} + \cos{\left(x_{4} \right)} + \cos{\left(x_{5} \right)}\right)
"[+, +, sin, +, sin, x_4, cos, x_4, cos, cos, +, x_4, x_8, +, +, sin, cos, x_5, x_12, +, x_12, +, cos, x_3, cos, x_5]",((sin((sin(x_4)+cos(x_4)))+cos(cos((x_4+x_8))))+((sin(cos(x_5))+x_12)+(x_12+(cos(x_3)+cos(x_5))))),24.618318557739254,-0.0375650264322757,208,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,x_{12} + x_{12} + \sin{\left(\sin{\left(x_{4} \right)} + \cos{\left(x_{4} \right)} \right)} + \sin{\left(\cos{\left(x_{5} \right)} \right)} + \cos{\left(x_{3} \right)} + \cos{\left(x_{5} \right)} + \cos{\left(\cos{\left(x_{4} + x_{8} \right)} \right)}
"[+, +, +, sin, cos, x_5, cos, cos, x_8, cos, +, *, x_1, x_4, *, x_4, x_9, +, +, sin, cos, x_4, cos, cos, x_12, +, sin, cos, x_4, cos, cos, x_4]",(((sin(cos(x_5))+cos(cos(x_8)))+cos(((x_1*x_4)+(x_4*x_9))))+((sin(cos(x_4))+cos(cos(x_12)))+(sin(cos(x_4))+cos(cos(x_4))))),69.29349517822266,-0.0478943884372711,208,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,\sin{\left(\cos{\left(x_{4} \right)} \right)} + \sin{\left(\cos{\left(x_{4} \right)} \right)} + \sin{\left(\cos{\left(x_{5} \right)} \right)} + \cos{\left(x_{1} x_{4} + x_{4} x_{9} \right)} + \cos{\left(\cos{\left(x_{12} \right)} \right)} + \cos{\left(\cos{\left(x_{4} \right)} \right)} + \cos{\left(\cos{\left(x_{8} \right)} \right)}
"[+, +, cos, +, cos, x_9, cos, x_4, sin, +, sin, x_11, cos, x_10, +, +, sin, cos, x_12, x_12, +, sin, sin, x_12, cos, u-, x_5]",((cos((cos(x_9)+cos(x_4)))+sin((sin(x_11)+cos(x_10))))+((sin(cos(x_12))+x_12)+(sin(sin(x_12))+cos(-(x_5))))),22.89031982421875,-0.0346269607543945,208,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,x_{12} + \sin{\left(\sin{\left(x_{11} \right)} + \cos{\left(x_{10} \right)} \right)} + \sin{\left(\sin{\left(x_{12} \right)} \right)} + \sin{\left(\cos{\left(x_{12} \right)} \right)} + \cos{\left(- x_{5} \right)} + \cos{\left(\cos{\left(x_{4} \right)} + \cos{\left(x_{9} \right)} \right)}
"[*, +, +, sin, cos, x_4, cos, cos, x_4, sin, +, sin, x_9, cos, x_4, +, cos, +, sin, x_12, *, x_4, x_4, +, +, sin, x_12, *, x_4, x_4, cos, +, x_4, x_10]",(((sin(cos(x_4))+cos(cos(x_4)))+sin((sin(x_9)+cos(x_4))))*(cos((sin(x_12)+(x_4*x_4)))+((sin(x_12)+(x_4*x_4))+cos((x_4+x_10))))),43.609771728515625,-0.0444113835692405,208,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,\left(\sin{\left(\sin{\left(x_{9} \right)} + \cos{\left(x_{4} \right)} \right)} + \sin{\left(\cos{\left(x_{4} \right)} \right)} + \cos{\left(\cos{\left(x_{4} \right)} \right)}\right) \left(x_{4} x_{4} + \sin{\left(x_{12} \right)} + \cos{\left(x_{10} + x_{4} \right)} + \cos{\left(x_{4} x_{4} + \sin{\left(x_{12} \right)} \right)}\right)
"[+, +, +, sin, cos, x_5, u-, x_5, cos, x_12, +, +, +, sin, x_12, sin, x_8, cos, sin, x_4, +, cos, x_5, x_12]",(((sin(cos(x_5))+-(x_5))+cos(x_12))+(((sin(x_12)+sin(x_8))+cos(sin(x_4)))+(cos(x_5)+x_12))),23.112886428833008,-0.0347544774413108,208,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,x_{12} - x_{5} + \sin{\left(x_{12} \right)} + \sin{\left(x_{8} \right)} + \sin{\left(\cos{\left(x_{5} \right)} \right)} + \cos{\left(x_{12} \right)} + \cos{\left(x_{5} \right)} + \cos{\left(\sin{\left(x_{4} \right)} \right)}
"[*, +, +, sin, cos, x_5, x_12, +, sin, +, x_4, x_8, cos, u-, x_5, +, +, sin, cos, x_4, cos, cos, x_9, +, sin, cos, x_4, cos, sin, x_9]",(((sin(cos(x_5))+x_12)+(sin((x_4+x_8))+cos(-(x_5))))*((sin(cos(x_4))+cos(cos(x_9)))+(sin(cos(x_4))+cos(sin(x_9))))),31.34248161315918,-0.039222490042448,208,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,\left(x_{12} + \sin{\left(x_{4} + x_{8} \right)} + \sin{\left(\cos{\left(x_{5} \right)} \right)} + \cos{\left(- x_{5} \right)}\right) \left(\sin{\left(\cos{\left(x_{4} \right)} \right)} + \sin{\left(\cos{\left(x_{4} \right)} \right)} + \cos{\left(\sin{\left(x_{9} \right)} \right)} + \cos{\left(\cos{\left(x_{9} \right)} \right)}\right)
"[*, +, +, sin, cos, x_4, +, cos, x_8, cos, x_4, sin, sin, +, x_4, x_8, +, +, sin, +, x_11, x_12, cos, *, x_1, x_4, +, sin, +, x_12, x_8, cos, x_4]",(((sin(cos(x_4))+(cos(x_8)+cos(x_4)))+sin(sin((x_4+x_8))))*((sin((x_11+x_12))+cos((x_1*x_4)))+(sin((x_12+x_8))+cos(x_4)))),56.83509826660156,-0.0448675379157066,208,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,\left(\sin{\left(x_{11} + x_{12} \right)} + \sin{\left(x_{12} + x_{8} \right)} + \cos{\left(x_{4} \right)} + \cos{\left(x_{1} x_{4} \right)}\right) \left(\sin{\left(\sin{\left(x_{4} + x_{8} \right)} \right)} + \sin{\left(\cos{\left(x_{4} \right)} \right)} + \cos{\left(x_{4} \right)} + \cos{\left(x_{8} \right)}\right)
"[+, +, cos, cos, cos, x_9, +, sin, +, x_11, x_8, +, sin, x_12, sin, x_8, +, +, sin, cos, x_5, x_12, +, x_12, +, cos, x_3, cos, x_5]",((cos(cos(cos(x_9)))+(sin((x_11+x_8))+(sin(x_12)+sin(x_8))))+((sin(cos(x_5))+x_12)+(x_12+(cos(x_3)+cos(x_5))))),24.967777252197266,-0.0377165041863918,208,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,x_{12} + x_{12} + \sin{\left(x_{12} \right)} + \sin{\left(x_{8} \right)} + \sin{\left(x_{11} + x_{8} \right)} + \sin{\left(\cos{\left(x_{5} \right)} \right)} + \cos{\left(x_{3} \right)} + \cos{\left(x_{5} \right)} + \cos{\left(\cos{\left(\cos{\left(x_{9} \right)} \right)} \right)}
"[+, +, sin, +, u-, x_5, cos, x_4, +, sin, +, x_11, x_12, +, sin, x_12, cos, x_4, +, sin, +, sin, x_4, cos, x_4, cos, cos, +, x_4, x_8]",((sin((-(x_5)+cos(x_4)))+(sin((x_11+x_12))+(sin(x_12)+cos(x_4))))+(sin((sin(x_4)+cos(x_4)))+cos(cos((x_4+x_8))))),34.76959991455078,-0.04098991304636,208,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,\sin{\left(x_{12} \right)} + \sin{\left(x_{11} + x_{12} \right)} + \sin{\left(- x_{5} + \cos{\left(x_{4} \right)} \right)} + \sin{\left(\sin{\left(x_{4} \right)} + \cos{\left(x_{4} \right)} \right)} + \cos{\left(x_{4} \right)} + \cos{\left(\cos{\left(x_{4} + x_{8} \right)} \right)}
"[*, +, +, sin, cos, x_4, cos, cos, x_12, +, x_4, x_8, +, +, cos, cos, x_9, cos, cos, x_9, +, +, sin, x_12, sin, x_8, +, cos, x_8, cos, x_4]",(((sin(cos(x_4))+cos(cos(x_12)))+(x_4+x_8))*((cos(cos(x_9))+cos(cos(x_9)))+((sin(x_12)+sin(x_8))+(cos(x_8)+cos(x_4))))),59.63669967651367,-0.0450710281729698,208,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,\left(x_{4} + x_{8} + \sin{\left(\cos{\left(x_{4} \right)} \right)} + \cos{\left(\cos{\left(x_{12} \right)} \right)}\right) \left(\sin{\left(x_{12} \right)} + \sin{\left(x_{8} \right)} + \cos{\left(x_{4} \right)} + \cos{\left(x_{8} \right)} + \cos{\left(\cos{\left(x_{9} \right)} \right)} + \cos{\left(\cos{\left(x_{9} \right)} \right)}\right)
"[*, +, cos, +, *, x_2, x_4, sin, x_9, +, sin, cos, x_4, cos, sin, x_2, +, +, sin, cos, x_4, +, cos, x_12, cos, x_4, +, cos, *, x_1, x_4, +, cos, x_12, cos, x_4]",((cos(((x_2*x_4)+sin(x_9)))+(sin(cos(x_4))+cos(sin(x_2))))*((sin(cos(x_4))+(cos(x_12)+cos(x_4)))+(cos((x_1*x_4))+(cos(x_12)+cos(x_4))))),79.13607025146484,-0.0513738617300987,208,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,\left(\sin{\left(\cos{\left(x_{4} \right)} \right)} + \cos{\left(x_{2} x_{4} + \sin{\left(x_{9} \right)} \right)} + \cos{\left(\sin{\left(x_{2} \right)} \right)}\right) \left(\sin{\left(\cos{\left(x_{4} \right)} \right)} + \cos{\left(x_{12} \right)} + \cos{\left(x_{12} \right)} + \cos{\left(x_{4} \right)} + \cos{\left(x_{4} \right)} + \cos{\left(x_{1} x_{4} \right)}\right)
"[*, +, +, sin, cos, x_4, +, cos, x_8, cos, x_4, sin, sin, +, x_4, x_8, +, +, sin, +, x_11, x_2, cos, *, x_1, x_4, cos, +, cos, x_9, cos, x_4]",(((sin(cos(x_4))+(cos(x_8)+cos(x_4)))+sin(sin((x_4+x_8))))*((sin((x_11+x_2))+cos((x_1*x_4)))+cos((cos(x_9)+cos(x_4))))),65.56645202636719,-0.0477226078510284,208,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,\left(\sin{\left(x_{11} + x_{2} \right)} + \cos{\left(x_{1} x_{4} \right)} + \cos{\left(\cos{\left(x_{4} \right)} + \cos{\left(x_{9} \right)} \right)}\right) \left(\sin{\left(\sin{\left(x_{4} + x_{8} \right)} \right)} + \sin{\left(\cos{\left(x_{4} \right)} \right)} + \cos{\left(x_{4} \right)} + \cos{\left(x_{8} \right)}\right)
"[+, +, +, cos, x_4, cos, +, x_4, x_8, cos, cos, cos, x_4, +, +, sin, cos, x_4, cos, cos, x_12, +, sin, cos, x_4, cos, cos, x_4]",(((cos(x_4)+cos((x_4+x_8)))+cos(cos(cos(x_4))))+((sin(cos(x_4))+cos(cos(x_12)))+(sin(cos(x_4))+cos(cos(x_4))))),78.18632507324219,-0.0496188700199127,208,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,\sin{\left(\cos{\left(x_{4} \right)} \right)} + \sin{\left(\cos{\left(x_{4} \right)} \right)} + \cos{\left(x_{4} \right)} + \cos{\left(x_{4} + x_{8} \right)} + \cos{\left(\cos{\left(x_{12} \right)} \right)} + \cos{\left(\cos{\left(x_{4} \right)} \right)} + \cos{\left(\cos{\left(\cos{\left(x_{4} \right)} \right)} \right)}
"[exp, x_5]",exp(x_5),55.59759521484375,-0.2622783184051513,209,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,e^{x_{5}}
"[u-, x_5]",-(x_5),48.859561920166016,-0.2610902190208435,209,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,- x_{5}
"[exp, u-, x_12]",exp(-(x_12)),30.23102569580078,-0.2539575099945068,209,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,e^{- x_{12}}
"[+, x_12, cos, u-, exp, log, x_5]",(x_12+cos(-(exp(log(abs(x_5)))))),24.221834182739254,-0.2515782713890075,209,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,x_{12} + \cos{\left(- e^{\log{\left(\left|{x_{5}}\right| \right)}} \right)}
"[cos, exp, u-, exp, u-, x_5]",cos(exp(-(exp(-(x_5))))),40.96715545654297,-0.2607086896896362,209,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,\cos{\left(e^{- e^{- x_{5}}} \right)}
"[+, x_12, u-, cos, exp, cos, x_5]",(x_12+-(cos(exp(cos(x_5))))),24.783531188964844,-0.2538919150829315,209,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,x_{12} - \cos{\left(e^{\cos{\left(x_{5} \right)}} \right)}
"[+, x_12, +, cos, x_5, exp, u-, exp, x_5]",(x_12+(cos(x_5)+exp(-(exp(x_5))))),22.07899475097656,-0.2504478693008423,209,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,x_{12} + \cos{\left(x_{5} \right)} + e^{- e^{x_{5}}}
"[+, x_12, cos, u-, log, exp, x_5]",(x_12+cos(-(log(abs(exp(x_5)))))),24.221834182739254,-0.2515782713890075,209,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,x_{12} + \cos{\left(- \log{\left(e^{\operatorname{re}{\left(x_{5}\right)}} \right)} \right)}
"[u-, u-, u-, *, cos, x_5, x_5]",-(-(-((cos(x_5)*x_5)))),85.40927124023438,-0.2635641098022461,209,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,- x_{5} \cos{\left(x_{5} \right)}
"[+, x_12, cos, u-, u-, *, x_5, x_5]",(x_12+cos(-(-((x_5*x_5))))),30.649246215820312,-0.258011519908905,209,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,x_{12} + \cos{\left(x_{5} x_{5} \right)}
"[+, x_12, +, cos, x_5, cos, sqrt, exp, x_5]",(x_12+(cos(x_5)+cos(sqrt(abs(exp(x_5)))))),21.302610397338867,-0.2422961890697479,209,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,x_{12} + \cos{\left(x_{5} \right)} + \cos{\left(\sqrt{e^{\operatorname{re}{\left(x_{5}\right)}}} \right)}
"[exp, exp, u-, *, cos, x_5, x_5]",exp(exp(-((cos(x_5)*x_5)))),85.2635726928711,-0.2628462314605713,209,256,50,256,counts,neuralnet_counts_elastic_model,not_specified,elastic_model,boston,e^{e^{- x_{5} \cos{\left(x_{5} \right)}}}
